doctype,subtype,path,filename,ext
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_18_3623-50m.jpg,CORVUS-2_S1R4_WL_XLROCK_18_3623-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_19_3615-70m.jpg,CORVUS-2_S1R4_WL_XLROCK_19_3615-70m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_20_3602-80m.jpg,CORVUS-2_S1R4_WL_XLROCK_20_3602-80m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_21_3598-30m.jpg,CORVUS-2_S1R4_WL_XLROCK_21_3598-30m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_22_3593-00m.jpg,CORVUS-2_S1R4_WL_XLROCK_22_3593-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_23_3586-20m.jpg,CORVUS-2_S1R4_WL_XLROCK_23_3586-20m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_24_3583-10m.jpg,CORVUS-2_S1R4_WL_XLROCK_24_3583-10m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_25_3576-00m.jpg,CORVUS-2_S1R4_WL_XLROCK_25_3576-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_26_3571-70m.jpg,CORVUS-2_S1R4_WL_XLROCK_26_3571-70m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_27_3566-10m.jpg,CORVUS-2_S1R4_WL_XLROCK_27_3566-10m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_28_3555-90m.jpg,CORVUS-2_S1R4_WL_XLROCK_28_3555-90m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_29_3529-20m.jpg,CORVUS-2_S1R4_WL_XLROCK_29_3529-20m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_30_3525-80m.jpg,CORVUS-2_S1R4_WL_XLROCK_30_3525-80m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_31_3510-90m.jpg,CORVUS-2_S1R4_WL_XLROCK_31_3510-90m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_32_3505-90m.jpg,CORVUS-2_S1R4_WL_XLROCK_32_3505-90m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_33_3495-10m.jpg,CORVUS-2_S1R4_WL_XLROCK_33_3495-10m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_34_3490-50m.jpg,CORVUS-2_S1R4_WL_XLROCK_34_3490-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_35_3487-00m.jpg,CORVUS-2_S1R4_WL_XLROCK_35_3487-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_36_3475-00m.jpg,CORVUS-2_S1R4_WL_XLROCK_36_3475-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_37_3470-20m.jpg,CORVUS-2_S1R4_WL_XLROCK_37_3470-20m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_38_3464-10m.jpg,CORVUS-2_S1R4_WL_XLROCK_38_3464-10m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_39_3455-50m.jpg,CORVUS-2_S1R4_WL_XLROCK_39_3455-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_40_3446-70m.jpg,CORVUS-2_S1R4_WL_XLROCK_40_3446-70m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_41_3435-50m.jpg,CORVUS-2_S1R4_WL_XLROCK_41_3435-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_42_3395-00m.jpg,CORVUS-2_S1R4_WL_XLROCK_42_3395-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_43_3181-80m.jpg,CORVUS-2_S1R4_WL_XLROCK_43_3181-80m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_4\CORVUS-2_S1R4_WL_XLROCK_44_3158-00m.jpg,CORVUS-2_S1R4_WL_XLROCK_44_3158-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_01_3103-50m.jpg,CORVUS-2_S1R5_WL_XLROCK_01_3103-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_04_3153-10m.jpg,CORVUS-2_S1R5_WL_XLROCK_04_3153-10m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_05_3153-30m.jpg,CORVUS-2_S1R5_WL_XLROCK_05_3153-30m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_06_3157-20m.jpg,CORVUS-2_S1R5_WL_XLROCK_06_3157-20m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_07_3428-40m.jpg,CORVUS-2_S1R5_WL_XLROCK_07_3428-40m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_08_3439-90m.jpg,CORVUS-2_S1R5_WL_XLROCK_08_3439-90m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_09_3453-00m.jpg,CORVUS-2_S1R5_WL_XLROCK_09_3453-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_10_3461-20m.jpg,CORVUS-2_S1R5_WL_XLROCK_10_3461-20m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_11_3466-70m.jpg,CORVUS-2_S1R5_WL_XLROCK_11_3466-70m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_12_3480-50m.jpg,CORVUS-2_S1R5_WL_XLROCK_12_3480-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_13_3502-60m.jpg,CORVUS-2_S1R5_WL_XLROCK_13_3502-60m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_14_3508-80m.jpg,CORVUS-2_S1R5_WL_XLROCK_14_3508-80m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_15_3520-00m.jpg,CORVUS-2_S1R5_WL_XLROCK_15_3520-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_16_3528-30m.jpg,CORVUS-2_S1R5_WL_XLROCK_16_3528-30m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_17_3546-90m.jpg,CORVUS-2_S1R5_WL_XLROCK_17_3546-90m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_18_3560-20m.jpg,CORVUS-2_S1R5_WL_XLROCK_18_3560-20m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_19_3568-60m.jpg,CORVUS-2_S1R5_WL_XLROCK_19_3568-60m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_20_3574-10m.jpg,CORVUS-2_S1R5_WL_XLROCK_20_3574-10m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_21_3579-30m.jpg,CORVUS-2_S1R5_WL_XLROCK_21_3579-30m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_22_3585-00m.jpg,CORVUS-2_S1R5_WL_XLROCK_22_3585-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_23_3586-50m.jpg,CORVUS-2_S1R5_WL_XLROCK_23_3586-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_24_3595-10m.jpg,CORVUS-2_S1R5_WL_XLROCK_24_3595-10m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_25_3601-00m.jpg,CORVUS-2_S1R5_WL_XLROCK_25_3601-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_26_3609-50m.jpg,CORVUS-2_S1R5_WL_XLROCK_26_3609-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_27_3621-30m.jpg,CORVUS-2_S1R5_WL_XLROCK_27_3621-30m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_28_3627-50m.jpg,CORVUS-2_S1R5_WL_XLROCK_28_3627-50m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_29_3632-80m.jpg,CORVUS-2_S1R5_WL_XLROCK_29_3632-80m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_30_3642-30m.jpg,CORVUS-2_S1R5_WL_XLROCK_30_3642-30m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_31_3650-70m.jpg,CORVUS-2_S1R5_WL_XLROCK_31_3650-70m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_33_3660-60m.jpg,CORVUS-2_S1R5_WL_XLROCK_33_3660-60m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_34_3678-80m.jpg,CORVUS-2_S1R5_WL_XLROCK_34_3678-80m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_35_3692-70m.jpg,CORVUS-2_S1R5_WL_XLROCK_35_3692-70m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_36_3716-80m.jpg,CORVUS-2_S1R5_WL_XLROCK_36_3716-80m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_37_3734-30m.jpg,CORVUS-2_S1R5_WL_XLROCK_37_3734-30m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_39_3756-00m.jpg,CORVUS-2_S1R5_WL_XLROCK_39_3756-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_40_3772-20m.jpg,CORVUS-2_S1R5_WL_XLROCK_40_3772-20m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_41_3786-00m.jpg,CORVUS-2_S1R5_WL_XLROCK_41_3786-00m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_42_3802-60m.jpg,CORVUS-2_S1R5_WL_XLROCK_42_3802-60m.jpg,jpg
well log,log,Corvus-2\D00019152\SWC_Photography\Suite_1_Run_5\CORVUS-2_S1R5_WL_XLROCK_43_3791-00m.jpg,CORVUS-2_S1R5_WL_XLROCK_43_3791-00m.jpg,jpg
well report,well test,Corvus-2\D00019152\XPT-MDT_Tabled_Results\Corvus-2_XPT-MDT Tabled Results.xls,Corvus-2_XPT-MDT Tabled Results.xls,xls
operations and drilling,directional survey,Corvus-2\D00019153\LWD\Corvus-2 Def Survey Sign off_Final.pdf,Corvus-2 Def Survey Sign off_Final.pdf,pdf
operations and drilling,operations and drilling,Corvus-2\D00019153\LWD\Corvus-2_LWD_EOWR.pdf,Corvus-2_LWD_EOWR.pdf,pdf
well log,log,Corvus-2\D00019153\LWD\DEPTH_TRACKING\Corvus-2_Run01_17.5in_Depth_Tracking_Sheet (with Jar).xlsx,Corvus-2_Run01_17.5in_Depth_Tracking_Sheet (with Jar).xlsx,xlsx
well log,log,Corvus-2\D00019153\LWD\DEPTH_TRACKING\Corvus-2_Run01_17.5in_Depth_Tracking_Sheet (without Jar).xlsx,Corvus-2_Run01_17.5in_Depth_Tracking_Sheet (without Jar).xlsx,xlsx
well log,log,Corvus-2\D00019153\LWD\DEPTH_TRACKING\Corvus-2_Run02_12.25in_Depth_Tracking_Rev1.xlsx,Corvus-2_Run02_12.25in_Depth_Tracking_Rev1.xlsx,xlsx
well log,log,Corvus-2\D00019153\LWD\DEPTH_TRACKING\Corvus-2_Run03_8.5in_Depth_Tracking_Sheet_Rev1.xlsx,Corvus-2_Run03_8.5in_Depth_Tracking_Sheet_Rev1.xlsx,xlsx
well log,log,Corvus-2\D00019153\LWD\DEPTH_TRACKING\Corvus-2_Run03_8.5in_Depth_Tracking_Sheet_Rev2.xlsx,Corvus-2_Run03_8.5in_Depth_Tracking_Sheet_Rev2.xlsx,xlsx
well log,log,Corvus-2\D00019153\LWD\DLIS_LAS\Corvus-2_DLIS_106-4000_mMDRT.dlis,Corvus-2_DLIS_106-4000_mMDRT.dlis,dlis
well log,log,Corvus-2\D00019153\LWD\DLIS_LAS\Corvus-2_DLIS_Verification.pdf,Corvus-2_DLIS_Verification.pdf,pdf
well log,log,Corvus-2\D00019153\LWD\DLIS_LAS\Corvus-2_LWD_106-4000_mMDRT_Interpolated.las,Corvus-2_LWD_106-4000_mMDRT_Interpolated.las,las
well log,log,Corvus-2\D00019153\LWD\DLIS_LAS\Corvus-2_LWD_106-4000_mMDRT_Non-Interpolated.las,Corvus-2_LWD_106-4000_mMDRT_Non-Interpolated.las,las
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Depth_106-4000_mMDRT.PDF,Corvus-2_DML_Depth_106-4000_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Depth_106-4000_mMDRT_Interpolated.las,Corvus-2_DML_Depth_106-4000_mMDRT_Interpolated.las,las
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Depth_106-4000_mMDRT_Non-Interpolated.las,Corvus-2_DML_Depth_106-4000_mMDRT_Non-Interpolated.las,las
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Time_Run01_106-1643_mMDRT.las,Corvus-2_DML_Time_Run01_106-1643_mMDRT.las,las
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Time_Run01_106-1643_mMDRT.PDF,Corvus-2_DML_Time_Run01_106-1643_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Time_Run02_1643-2877_mMDRT.las,Corvus-2_DML_Time_Run02_1643-2877_mMDRT.las,las
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Time_Run02_1643-2877_mMDRT.PDF,Corvus-2_DML_Time_Run02_1643-2877_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Time_Run03_2877-4000_mMDRT.las,Corvus-2_DML_Time_Run03_2877-4000_mMDRT.las,las
well log,log,Corvus-2\D00019153\LWD\DM\Corvus-2_DML_Time_Run03_2877-4000_mMDRT.PDF,Corvus-2_DML_Time_Run03_2877-4000_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\LOGS\Corvus-2_LWD_M2_106-4000_mMDRT.PDF,Corvus-2_LWD_M2_106-4000_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\LOGS\Corvus-2_LWD_M5_106-4000_mMDRT.PDF,Corvus-2_LWD_M5_106-4000_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\LOGS\Corvus-2_LWD_T2_106-4000_mMDRT.PDF,Corvus-2_LWD_T2_106-4000_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\LOGS\Corvus-2_LWD_T5_106-4000_mMDRT.PDF,Corvus-2_LWD_T5_106-4000_mMDRT.PDF,PDF
well log,log,Corvus-2\D00019153\LWD\PTS\12Q_SV\Santos_Corvus-2_SonicVISION_1225in_PnS_Composite_Plot_RT_RM_Spliced_1634-2860m MD.pdf,Santos_Corvus-2_SonicVISION_1225in_PnS_Composite_Plot_RT_RM_Spliced_1634-2860m MD.pdf,pdf
well log,log,Corvus-2\D00019153\LWD\PTS\12Q_SV\Santos_Corvus-2_SonicVISION_1225in_PnS_data_Spliced_RT_RM_1634-2860m.las,Santos_Corvus-2_SonicVISION_1225in_PnS_data_Spliced_RT_RM_1634-2860m.las,las
well log,log,Corvus-2\D00019153\LWD\PTS\12Q_SV\Santos_Corvus-2_SonicVISION_1225in_Run02_MemoryData_Processed Results_1634-2360m MD.las,Santos_Corvus-2_SonicVISION_1225in_Run02_MemoryData_Processed Results_1634-2360m MD.las,las
well log,log,Corvus-2\D00019153\LWD\PTS\12Q_SV\Santos_Corvus-2_SonicVISION_1225in_Run02_Monopole_RM-RT Spliced QC Plot_1634-2860m MD.pdf,Santos_Corvus-2_SonicVISION_1225in_Run02_Monopole_RM-RT Spliced QC Plot_1634-2860m MD.pdf,pdf
well log,log,Corvus-2\D00019153\LWD\PTS\12Q_SV\Santos_Corvus-2_SonicVISION_1225in_Run02_PnS_MemoryData_Processed_1634_2360m.pdf,Santos_Corvus-2_SonicVISION_1225in_Run02_PnS_MemoryData_Processed_1634_2360m.pdf,pdf
well log,log,Corvus-2\D00019153\LWD\PTS\12Q_SV\Santos_Corvus-2_SonicVISION_1225in_Run02_QC Plot_MemoryData_1634-2360m.pdf,Santos_Corvus-2_SonicVISION_1225in_Run02_QC Plot_MemoryData_1634-2360m.pdf,pdf
well log,log,Corvus-2\D00019153\LWD\PTS\8H_SV\Corvus-2_SonicVISION_8_5in_Run_BHA03_Composite Plot_2827-3972m.pdf,Corvus-2_SonicVISION_8_5in_Run_BHA03_Composite Plot_2827-3972m.pdf,pdf
well log,log,Corvus-2\D00019153\LWD\PTS\8H_SV\Corvus-2_SonicVISION_8_5in_Run_BHA03_PnS results_2827-3972m MD.las,Corvus-2_SonicVISION_8_5in_Run_BHA03_PnS results_2827-3972m MD.las,las
well log,log,Corvus-2\D00019153\LWD\PTS\8H_SV\Corvus-2_SonicVISION_8_5in_Run_BHA03_QC Plot_2827-3972m MD.pdf,Corvus-2_SonicVISION_8_5in_Run_BHA03_QC Plot_2827-3972m MD.pdf,pdf
operations and drilling,operations and drilling,Corvus-2\D00019154\MUDDATA\SDL_EOWR_Corvus-2.pdf,SDL_EOWR_Corvus-2.pdf,pdf
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Depth_Ascii\Corvus-2_AsciiDrillData_106.0-4000.0mMDRT.csv,Corvus-2_AsciiDrillData_106.0-4000.0mMDRT.csv,csv
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Depth_Ascii\Corvus-2_AsciiGasData_1643.0-4000.0mMDRT.csv,Corvus-2_AsciiGasData_1643.0-4000.0mMDRT.csv,csv
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Litho_Ascii\Corvus-2_Code_1643.0-4000.0 mMDRT.csv,Corvus-2_Code_1643.0-4000.0 mMDRT.csv,csv
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Litho_Ascii\Corvus-2_Code_Legends.txt,Corvus-2_Code_Legends.txt,txt
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Litho_Ascii\Corvus-2_Interp_Litho_1643.0-4000.0 mMDRT.txt,Corvus-2_Interp_Litho_1643.0-4000.0 mMDRT.txt,txt
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Litho_Ascii\Corvus-2_Interp_Litho_1643.0-4000.0 mMDRT.xls,Corvus-2_Interp_Litho_1643.0-4000.0 mMDRT.xls,xls
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Litho_Ascii\Corvus-2_Litho Description_1643.0-4000.0 mMDRT.csv,Corvus-2_Litho Description_1643.0-4000.0 mMDRT.csv,csv
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190309 Corvus-2 24hrs Time Ascii 001.LAS,20190309 Corvus-2 24hrs Time Ascii 001.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190310 Corvus-2 24hrs Time Ascii 002.LAS,20190310 Corvus-2 24hrs Time Ascii 002.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190311 Corvus-2 24hrs Time Ascii 003.LAS,20190311 Corvus-2 24hrs Time Ascii 003.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190312 Corvus-2 24hrs Time Ascii 004.LAS,20190312 Corvus-2 24hrs Time Ascii 004.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190313 Corvus-2 24hrs Time Ascii 005.LAS,20190313 Corvus-2 24hrs Time Ascii 005.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190314 Corvus-2 24hrs Time Ascii 006.LAS,20190314 Corvus-2 24hrs Time Ascii 006.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190315 Corvus-2 24hrs Time Ascii 007.LAS,20190315 Corvus-2 24hrs Time Ascii 007.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190316 Corvus-2 24hrs Time Ascii 008.LAS,20190316 Corvus-2 24hrs Time Ascii 008.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190317 Corvus-2 24hrs Time Ascii 009.LAS,20190317 Corvus-2 24hrs Time Ascii 009.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190318 Corvus-2 24hrs Time Ascii 010.LAS,20190318 Corvus-2 24hrs Time Ascii 010.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190319 Corvus-2 24hrs Time Ascii 011.LAS,20190319 Corvus-2 24hrs Time Ascii 011.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190327 Corvus-2 24hrs Time Ascii 019.LAS,20190327 Corvus-2 24hrs Time Ascii 019.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190328 Corvus-2 24hrs Time Ascii 020.LAS,20190328 Corvus-2 24hrs Time Ascii 020.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190329 Corvus-2 24hrs Time Ascii 021.LAS,20190329 Corvus-2 24hrs Time Ascii 021.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190330 Corvus-2 24hrs Time Ascii 022.LAS,20190330 Corvus-2 24hrs Time Ascii 022.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190331 Corvus-2 24hrs Time Ascii 023.LAS,20190331 Corvus-2 24hrs Time Ascii 023.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190401 Corvus-2 24hrs Time Ascii 024.LAS,20190401 Corvus-2 24hrs Time Ascii 024.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190402 Corvus-2 24hrs Time Ascii 025.LAS,20190402 Corvus-2 24hrs Time Ascii 025.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190403 Corvus-2 24hrs Time Ascii 026.LAS,20190403 Corvus-2 24hrs Time Ascii 026.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190404 Corvus-2 24hrs Time Ascii 027.LAS,20190404 Corvus-2 24hrs Time Ascii 027.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190405 Corvus-2 24hrs Time Ascii 028.LAS,20190405 Corvus-2 24hrs Time Ascii 028.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190408 Corvus-2 24hrs Time Ascii 031.LAS,20190408 Corvus-2 24hrs Time Ascii 031.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190409 Corvus-2 24hrs Time Ascii 032.LAS,20190409 Corvus-2 24hrs Time Ascii 032.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190410 Corvus-2 24hrs Time Ascii 033.LAS,20190410 Corvus-2 24hrs Time Ascii 033.LAS,LAS
well log,log,Corvus-2\D00019154\MUDDATA\ASCII\Time_Ascii\20190411 Corvus-2 24hrs Time Ascii 034.LAS,20190411 Corvus-2 24hrs Time Ascii 034.LAS,LAS
